alert_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,traffic_type,host_affected,event_category,attack_type,attack_signature,severity,mitre_tactic,kill_chain_stage,log_source,ids_ips_alert,firewall_action,malware_indicator,anomaly_score,failed_login_attempts,request_rate_per_min,asset_criticality,class_label,risk_score,priority_level
ALT-R-04884,2026-03-08T02:43:00Z,192.168.127.100,172.29.78.135,46844,22,TCP,HTTPS,srv-erp-01,unusual_remote_access,Unknown,Unknown signature,Medium,No tactic,Delivery,WAF,Routine traffic,Allowed,No,0.25,0,37,Critical,benigno,32,media
ALT-R-04885,2026-03-06T00:53:00Z,167.168.102.157,10.106.227.148,32560,135,TCP,SMB,pc-gerencia-01,lateral_movement,Lateral Movement,Lateral Movement signature,Low,Lateral Movement,Installation,IPS,Behavior anomaly,Blocked,No,0.38,0,68,High,a_investigar,43,media
ALT-R-04886,2025-12-12T00:32:00Z,138.46.23.42,192.168.32.93,59786,80,TCP,HTTPS,srv-db-01,web_attack,Cross Site Scripting,Cross Site Scripting signature,Medium,Execution,Exploitation,SIEM,Confirmed malicious indicator,Allowed,No,0.86,0,168,Critical,malicioso,85,critica
ALT-R-04887,2025-11-26T12:34:00Z,10.4.158.137,192.168.6.178,14487,53,TCP,HTTP,srv-logs-01,unusual_remote_access,Unknown,Unknown signature,High,No tactic,Delivery,WAF,Suspicious pattern,Monitored,No,0.59,2,52,Medium,a_investigar,44,alta
ALT-R-04888,2026-03-04T14:35:00Z,185.177.176.30,10.55.255.228,40303,135,TCP,SMB,srv-backup-01,lateral_movement,Lateral Movement,behavioral pattern,High,Lateral Movement,Installation,IDS,Confirmed malicious indicator,Monitored,Yes,0.85,8,122,High,malicioso,84,critica
ALT-R-04889,2025-12-26T11:45:00Z,85.139.104.16,10.230.115.3,35246,3389,TCP,HTTP,pc-ventas-03,admin_login,No attack,generic signature,Medium,No tactic,Execution,EDR,Routine traffic,Blocked,No,0.04,5,1,Medium,benigno,30,media
ALT-R-04890,2025-12-30T21:02:00Z,192.168.107.150,192.168.179.210,11642,8080,TCP,HTTPS,srv-app-02,credential_attack,Credential Stuffing,behavioral pattern,High,Credential Access,Credential Access,IDS,Confirmed malicious indicator,Allowed,Yes,0.88,3,274,High,malicioso,86,alta
ALT-R-04891,2026-02-19T04:39:00Z,192.168.248.49,10.181.17.248,57329,389,TCP,HTTPS,srv-archivos-02,port_scan,Port Scan,Port Scan signature,High,Reconnaissance,Reconnaissance,IPS,Suspicious pattern,Allowed,Suspicious,0.57,0,127,Medium,a_investigar,48,media
ALT-R-04892,2026-01-18T08:58:00Z,176.58.201.172,192.168.166.174,45289,8080,TCP,HTTPS,srv-erp-01,bot_activity,Botnet,Botnet signature,High,Command and Control,Command and Control,SIEM,No alert,Allowed,Suspicious,0.55,0,30,Critical,benigno,78,critica
ALT-R-04893,2025-12-24T03:36:00Z,10.101.252.65,10.165.29.132,5644,135,TCP,SMB,pc-soporte-05,lateral_movement,Lateral Movement,Lateral Movement signature,Critical,Lateral Movement,Installation,Firewall,Suspicious pattern,Monitored,Suspicious,0.70,1,87,Low,a_investigar,55,alta
ALT-R-04894,2025-12-11T11:34:00Z,192.168.117.17,172.28.235.138,20277,443,TCP,HTTPS,srv-archivos-02,web_attack,Cross Site Scripting,generic signature,High,Execution,Exploitation,EDR,Behavior anomaly,Blocked,Suspicious,0.46,0,65,Medium,a_investigar,51,alta
ALT-R-04895,2025-11-04T10:56:00Z,172.18.238.93,192.168.212.59,39308,25,TCP,SMTP,srv-logs-01,remote_admin,No attack,generic signature,High,No tactic,Execution,EDR,Policy-allowed activity,Allowed,No,0.45,0,29,Medium,benigno,28,baja
ALT-R-04896,2026-01-24T14:47:00Z,61.147.247.198,10.136.61.50,42634,3389,TCP,HTTP,srv-vpn-01,anomalous_web_request,Unknown,Unknown signature,High,No tactic,Delivery,IDS,No alert,Quarantined,Yes,0.40,2,77,Critical,a_investigar,52,alta
ALT-R-04897,2026-02-08T16:20:00Z,192.168.225.127,172.26.206.143,54187,443,TCP,HTTPS,srv-erp-01,port_scan,Port Scan,generic signature,Medium,Reconnaissance,Reconnaissance,IPS,Behavior anomaly,Blocked,Yes,0.51,3,134,Critical,malicioso,73,alta
ALT-R-04898,2025-12-09T10:16:00Z,23.21.204.92,192.168.7.209,17761,8080,TCP,HTTPS,srv-mail-01,data_exfiltration,Data Exfiltration,Data Exfiltration signature,Medium,Exfiltration,Exfiltration,IPS,Behavior anomaly,Allowed,No,0.61,5,86,High,a_investigar,79,critica
ALT-R-04899,2025-12-07T17:43:00Z,52.234.232.198,172.28.227.39,55310,135,TCP,SMB,pc-soporte-05,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,IPS,Routine traffic,Blocked,No,0.50,0,50,Low,a_investigar,30,media
ALT-R-04900,2026-01-12T01:30:00Z,10.190.165.137,10.201.234.122,46267,80,UDP,DNS,srv-logs-01,suspicious_access,Unknown,Unknown signature,High,No tactic,Delivery,IPS,No alert,Monitored,No,0.59,4,96,Medium,a_investigar,62,critica
ALT-R-04901,2026-01-29T19:36:00Z,201.93.99.126,192.168.116.248,55715,443,TCP,HTTP,srv-app-02,credential_attack,Credential Stuffing,behavioral pattern,Medium,Credential Access,Credential Access,EDR,Confirmed malicious indicator,Monitored,No,0.69,6,96,High,malicioso,60,alta
ALT-R-04902,2026-01-02T16:29:00Z,23.164.120.92,10.248.86.165,51394,135,TCP,SMB,srv-mail-01,data_exfiltration,Data Exfiltration,behavioral pattern,High,Exfiltration,Exfiltration,SIEM,Behavior anomaly,Blocked,Yes,0.85,2,156,High,malicioso,92,alta
ALT-R-04903,2026-02-19T21:16:00Z,192.168.235.14,10.117.127.129,29501,22,TCP,HTTP,pc-soporte-05,unusual_remote_access,Unknown,behavioral pattern,Medium,No tactic,Delivery,IPS,No alert,Allowed,No,0.39,0,36,Low,benigno,41,alta
ALT-R-04904,2026-02-10T08:20:00Z,31.112.89.37,172.21.145.47,22669,4444,TCP,HTTPS,pc-soporte-05,bot_activity,Botnet,behavioral pattern,Medium,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Quarantined,Yes,0.77,3,127,Low,malicioso,82,critica
ALT-R-04905,2025-11-16T23:39:00Z,23.226.158.89,10.169.250.231,64429,443,TCP,HTTP,srv-mail-01,web_attack,Cross Site Scripting,behavioral pattern,Medium,Execution,Exploitation,WAF,No alert,Allowed,No,0.46,0,12,High,benigno,57,alta
ALT-R-04906,2026-01-03T15:13:00Z,10.83.12.138,192.168.176.8,39451,25,TCP,HTTPS,srv-erp-01,mail_transfer,Phishing,generic signature,Low,Initial Access,Delivery,IPS,Behavior anomaly,Monitored,Suspicious,0.46,0,54,Critical,a_investigar,63,media
ALT-R-04907,2025-12-29T08:24:00Z,185.37.242.246,10.50.170.22,56680,443,TCP,HTTPS,srv-backup-01,bot_activity,Botnet,behavioral pattern,High,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Quarantined,Yes,0.93,0,101,High,malicioso,79,alta
ALT-R-04908,2026-01-07T01:33:00Z,149.187.60.211,10.189.55.108,39932,443,TCP,HTTP,srv-vpn-01,malware_traffic,Malware,Malware signature,High,Command and Control,Command and Control,WAF,No alert,Blocked,Yes,0.99,2,94,Critical,malicioso,95,critica
ALT-R-04909,2025-11-17T01:00:00Z,61.216.62.31,192.168.61.63,24945,53,TCP,DNS,pc-gerencia-01,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,Critical,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Blocked,Suspicious,0.91,3,109,High,malicioso,87,critica
ALT-R-04910,2025-11-05T03:17:00Z,138.220.146.24,192.168.155.104,10895,8080,TCP,HTTP,pc-soporte-05,ddos_activity,DDoS,DDoS signature,Medium,Impact,Impact,IDS,Confirmed malicious indicator,Blocked,Yes,0.87,3,178,Low,malicioso,81,critica
ALT-R-04911,2025-12-27T11:46:00Z,201.75.145.144,172.27.224.62,16650,445,TCP,SMB,srv-archivos-02,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,WAF,Behavior anomaly,Allowed,Suspicious,0.44,1,74,Medium,a_investigar,45,media
ALT-R-04912,2026-01-16T08:14:00Z,52.88.66.67,10.205.108.83,6472,53,TCP,SMB,srv-vpn-01,file_access,No attack,generic signature,Low,No tactic,Execution,Firewall,Routine traffic,Allowed,No,0.17,0,7,Critical,benigno,45,alta
ALT-R-04913,2025-11-15T00:24:00Z,121.169.142.56,192.168.76.160,36315,8080,TCP,HTTP,srv-finanzas-01,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,Firewall,Confirmed malicious indicator,Blocked,Yes,0.65,7,94,Critical,malicioso,74,critica
ALT-R-04914,2025-11-29T01:31:00Z,77.107.114.94,172.29.98.241,2996,443,TCP,HTTPS,srv-rh-01,credential_attack,Credential Stuffing,behavioral pattern,Critical,Credential Access,Credential Access,IPS,Confirmed malicious indicator,Allowed,Suspicious,0.55,0,148,High,a_investigar,62,critica
ALT-R-04915,2025-12-17T08:59:00Z,10.2.71.201,192.168.0.172,35990,53,TCP,SMTP,pc-ventas-03,mail_transfer,No attack,generic signature,Low,No tactic,Execution,SIEM,Routine traffic,Allowed,No,0.27,4,18,Medium,benigno,37,alta
ALT-R-04916,2026-03-09T21:08:00Z,172.30.188.174,192.168.39.31,32525,3389,TCP,HTTP,srv-finanzas-01,dns_query,No attack,No attack signature,High,No tactic,Execution,EDR,Routine traffic,Allowed,No,0.29,4,5,Critical,benigno,54,alta
ALT-R-04917,2025-12-08T03:20:00Z,10.188.117.78,10.250.203.175,18334,445,TCP,HTTPS,pc-ventas-03,web_attack,Cross Site Scripting,generic signature,High,Execution,Exploitation,IDS,Behavior anomaly,Allowed,Suspicious,0.33,0,107,Medium,a_investigar,36,alta
ALT-R-04918,2026-02-23T19:15:00Z,149.91.132.103,192.168.182.194,6531,443,TCP,HTTPS,srv-archivos-02,bot_activity,Botnet,behavioral pattern,Critical,Command and Control,Command and Control,Firewall,Policy-allowed activity,Allowed,No,0.35,0,30,Medium,benigno,59,critica
ALT-R-04919,2026-01-02T21:01:00Z,185.9.35.155,192.168.92.46,15046,443,TCP,HTTP,pc-ventas-03,web_attack,Cross Site Scripting,behavioral pattern,Medium,Execution,Exploitation,EDR,Routine traffic,Allowed,Suspicious,0.60,1,83,Medium,a_investigar,52,media
ALT-R-04920,2025-11-25T20:38:00Z,77.166.94.96,10.173.107.218,29814,8080,TCP,HTTP,srv-archivos-02,bot_activity,Botnet,generic signature,Critical,Command and Control,Command and Control,IDS,No alert,Blocked,Yes,0.83,3,116,Medium,malicioso,82,critica
ALT-R-04921,2026-02-18T11:05:00Z,23.26.169.199,172.27.9.128,50595,3389,TCP,HTTP,srv-rh-01,anomalous_web_request,Unknown,generic signature,High,No tactic,Delivery,Firewall,No alert,Blocked,Suspicious,0.37,4,94,High,a_investigar,36,media
ALT-R-04922,2026-02-06T00:14:00Z,172.25.2.194,192.168.173.218,11223,139,TCP,SMB,srv-archivos-02,lateral_movement,Lateral Movement,behavioral pattern,Low,Lateral Movement,Installation,WAF,No alert,Blocked,Suspicious,0.84,3,114,Medium,malicioso,73,baja
ALT-R-04923,2026-01-19T11:57:00Z,101.121.158.174,172.18.173.238,41650,3389,TCP,RDP,srv-rh-01,unusual_remote_access,Unknown,Unknown signature,Critical,No tactic,Delivery,IPS,Behavior anomaly,Monitored,Suspicious,0.55,12,59,High,a_investigar,74,critica
ALT-R-04924,2026-02-05T04:07:00Z,85.182.132.207,10.146.36.169,59774,3389,TCP,RDP,pc-soporte-05,anomalous_web_request,Unknown,Unknown signature,High,No tactic,Delivery,WAF,Behavior anomaly,Allowed,Yes,0.58,20,147,Low,malicioso,82,critica
ALT-R-04925,2026-03-06T04:53:00Z,172.16.34.185,172.16.28.128,5530,25,TCP,SMTP,srv-app-02,normal_web_access,No attack,No attack signature,Medium,No tactic,Execution,SIEM,Policy-allowed activity,Allowed,No,0.02,1,14,High,benigno,8,baja
ALT-R-04926,2026-01-18T16:59:00Z,172.16.49.171,172.26.35.69,36765,8080,TCP,HTTP,srv-finanzas-01,unusual_remote_access,Unknown,Unknown signature,Medium,No tactic,Delivery,Firewall,Behavior anomaly,Quarantined,Suspicious,0.42,0,77,Critical,a_investigar,41,media
ALT-R-04927,2025-11-21T03:53:00Z,172.31.1.234,10.63.8.79,61006,53,UDP,DNS,pc-operaciones-07,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,High,Command and Control,Command and Control,SIEM,Behavior anomaly,Allowed,No,0.92,0,88,Medium,a_investigar,55,critica
ALT-R-04928,2026-01-01T04:29:00Z,23.60.80.182,192.168.105.81,41829,21,TCP,RDP,srv-mail-01,port_scan,Port Scan,generic signature,High,Reconnaissance,Reconnaissance,EDR,Suspicious pattern,Blocked,Suspicious,0.91,18,69,High,a_investigar,85,critica
ALT-R-04929,2025-12-15T22:15:00Z,172.28.245.113,10.56.154.119,21721,80,TCP,HTTPS,srv-backup-01,credential_attack,Credential Stuffing,Credential Stuffing signature,Medium,Credential Access,Credential Access,IPS,No alert,Monitored,No,0.70,1,127,High,a_investigar,51,alta
ALT-R-04930,2026-02-05T05:24:00Z,101.224.155.222,172.27.178.73,37876,443,TCP,SMTP,srv-finanzas-01,credential_attack,Phishing,Phishing signature,Critical,Initial Access,Delivery,IDS,Behavior anomaly,Quarantined,No,0.69,0,76,Critical,malicioso,72,alta
ALT-R-04931,2026-03-04T22:57:00Z,176.181.48.60,172.30.222.36,53363,443,TCP,HTTP,srv-web-01,web_attack,SQL Injection,behavioral pattern,Medium,Execution,Exploitation,IPS,Confirmed malicious indicator,Quarantined,Suspicious,0.50,0,99,High,malicioso,62,alta
ALT-R-04932,2026-03-03T15:47:00Z,192.168.21.217,192.168.31.240,35715,8080,TCP,HTTP,srv-erp-01,malware_traffic,Malware,Malware signature,High,Command and Control,Command and Control,Firewall,Suspicious pattern,Monitored,Yes,0.93,2,118,Critical,malicioso,95,alta
ALT-R-04933,2026-01-22T02:13:00Z,154.117.33.210,192.168.249.204,26502,53,UDP,DNS,pc-soporte-05,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,Medium,Command and Control,Command and Control,WAF,No alert,Allowed,No,0.55,0,32,Low,benigno,60,alta
ALT-R-04934,2026-01-15T22:15:00Z,91.67.125.50,192.168.170.218,31112,80,TCP,HTTPS,pc-soporte-05,ddos_activity,DDoS,behavioral pattern,High,Impact,Impact,SIEM,Confirmed malicious indicator,Monitored,Suspicious,0.87,2,64,Low,a_investigar,61,alta
ALT-R-04935,2026-01-01T17:42:00Z,154.240.30.138,192.168.66.194,1638,443,TCP,HTTP,srv-backup-01,web_attack,SQL Injection,generic signature,High,Execution,Exploitation,Firewall,Suspicious pattern,Monitored,No,0.45,4,71,High,a_investigar,54,media
ALT-R-04936,2026-01-13T19:17:00Z,45.92.119.174,10.125.64.214,19639,80,TCP,HTTP,srv-mail-01,port_scan,Port Scan,generic signature,Critical,Reconnaissance,Reconnaissance,SIEM,No alert,Blocked,Suspicious,0.34,5,107,High,a_investigar,53,alta
ALT-R-04937,2026-02-07T04:15:00Z,185.79.147.114,192.168.255.224,30210,443,TCP,HTTP,srv-rh-01,web_attack,SQL Injection,behavioral pattern,Low,Execution,Exploitation,WAF,Confirmed malicious indicator,Monitored,Yes,0.85,6,89,High,malicioso,81,critica
ALT-R-04938,2025-11-22T01:08:00Z,192.168.222.87,10.163.22.164,46274,22,TCP,HTTP,srv-rh-01,unusual_remote_access,Unknown,generic signature,Medium,No tactic,Delivery,WAF,No alert,Allowed,No,0.31,0,22,High,benigno,58,alta
ALT-R-04939,2025-12-24T22:19:00Z,52.171.212.106,192.168.74.235,41534,53,TCP,HTTP,srv-web-01,unusual_remote_access,Unknown,behavioral pattern,High,No tactic,Delivery,EDR,Suspicious pattern,Monitored,No,0.48,2,86,High,a_investigar,54,alta
ALT-R-04940,2025-12-25T12:40:00Z,192.168.140.57,10.24.17.138,64002,22,TCP,SSH,pc-soporte-05,intrusion_attempt,Brute Force,behavioral pattern,Critical,Credential Access,Credential Access,IDS,Behavior anomaly,Quarantined,No,0.75,16,64,Low,a_investigar,57,critica
ALT-R-04941,2025-11-17T17:13:00Z,192.168.56.92,192.168.65.234,37629,80,TCP,HTTPS,srv-mail-01,web_attack,SQL Injection,generic signature,Medium,Execution,Exploitation,IDS,No alert,Allowed,Suspicious,0.24,0,31,High,benigno,16,baja
ALT-R-04942,2026-02-25T11:03:00Z,45.7.254.35,172.17.34.65,63605,53,TCP,SSH,srv-mail-01,unusual_remote_access,Unknown,behavioral pattern,Medium,No tactic,Delivery,WAF,No alert,Blocked,No,0.59,5,48,High,a_investigar,62,critica
ALT-R-04943,2026-03-04T00:48:00Z,149.173.153.214,172.30.228.50,54481,8080,TCP,HTTPS,pc-operaciones-07,bot_activity,Botnet,Botnet signature,High,Command and Control,Command and Control,WAF,Confirmed malicious indicator,Monitored,Suspicious,0.99,0,125,Medium,malicioso,88,alta
ALT-R-04944,2026-01-24T07:22:00Z,91.126.45.32,10.217.254.78,14160,53,TCP,SMB,srv-mail-01,data_exfiltration,Data Exfiltration,behavioral pattern,Critical,Exfiltration,Exfiltration,WAF,Confirmed malicious indicator,Blocked,Yes,0.99,4,61,High,malicioso,95,alta
ALT-R-04945,2025-11-20T13:12:00Z,172.22.91.175,172.17.61.72,12622,443,TCP,SMB,srv-archivos-02,mail_transfer,No attack,generic signature,Medium,No tactic,Execution,Firewall,No alert,Allowed,No,0.15,0,5,Medium,benigno,27,media
ALT-R-04946,2026-01-16T14:23:00Z,192.168.141.253,172.23.249.58,60977,3389,TCP,SMTP,srv-web-01,remote_admin,No attack,behavioral pattern,Low,No tactic,Execution,Firewall,Policy-allowed activity,Monitored,No,0.13,0,38,High,benigno,21,baja
ALT-R-04947,2026-01-27T17:34:00Z,61.54.88.78,172.31.194.69,24903,22,TCP,HTTPS,pc-ventas-03,data_exfiltration,Data Exfiltration,behavioral pattern,Critical,Exfiltration,Exfiltration,EDR,Behavior anomaly,Quarantined,Suspicious,0.76,5,162,Medium,malicioso,92,alta
ALT-R-04948,2026-02-25T06:35:00Z,10.92.206.57,10.146.144.56,59766,25,UDP,DNS,pc-gerencia-01,normal_web_access,No attack,behavioral pattern,Low,No tactic,Execution,SIEM,Routine traffic,Allowed,Suspicious,0.08,0,1,High,benigno,18,baja
ALT-R-04949,2025-12-26T15:32:00Z,61.13.249.178,10.16.245.209,60684,139,TCP,SMB,srv-app-02,lateral_movement,Lateral Movement,Lateral Movement signature,High,Lateral Movement,Installation,WAF,Suspicious pattern,Monitored,Yes,0.82,5,209,High,malicioso,83,alta
ALT-R-04950,2025-12-20T00:56:00Z,192.168.112.30,172.28.187.52,52537,25,TCP,SMTP,srv-mail-01,credential_attack,Phishing,generic signature,Critical,Initial Access,Delivery,IPS,Suspicious pattern,Allowed,No,0.58,0,64,High,a_investigar,54,alta
ALT-R-04951,2026-03-04T10:25:00Z,45.202.232.177,192.168.85.246,19860,139,TCP,TCP,srv-mail-01,ddos_activity,DDoS,behavioral pattern,Critical,Impact,Impact,Firewall,Behavior anomaly,Allowed,Suspicious,0.80,2,207,High,a_investigar,84,critica
ALT-R-04952,2025-12-23T03:09:00Z,167.57.112.153,192.168.146.171,29767,22,TCP,SSH,srv-erp-01,intrusion_attempt,Brute Force,generic signature,Medium,Credential Access,Credential Access,IPS,Confirmed malicious indicator,Blocked,Suspicious,0.87,20,110,Critical,malicioso,99,critica
ALT-R-04953,2026-02-15T07:27:00Z,85.199.61.214,192.168.135.176,29205,8080,TCP,HTTP,srv-logs-01,bot_activity,Botnet,behavioral pattern,High,Command and Control,Command and Control,IDS,Confirmed malicious indicator,Allowed,Yes,0.57,5,78,Medium,malicioso,71,critica
ALT-R-04954,2025-12-28T20:12:00Z,172.24.19.59,10.52.189.37,14019,445,TCP,HTTP,srv-vpn-01,normal_web_access,No attack,No attack signature,High,No tactic,Execution,IDS,Policy-allowed activity,Allowed,No,0.05,3,4,Critical,benigno,43,media
ALT-R-04955,2026-02-05T23:56:00Z,176.133.193.51,10.242.31.227,15668,80,TCP,SMB,srv-app-02,port_scan,Port Scan,behavioral pattern,Medium,Reconnaissance,Reconnaissance,WAF,Routine traffic,Allowed,No,0.36,2,59,High,benigno,45,media
ALT-R-04956,2026-02-06T19:51:00Z,77.72.226.166,172.17.165.109,13111,993,TCP,TCP,pc-soporte-05,bot_activity,Botnet,Botnet signature,Medium,Command and Control,Command and Control,EDR,Behavior anomaly,Blocked,Yes,0.83,7,94,Low,malicioso,72,critica
ALT-R-04957,2026-02-24T04:57:00Z,121.252.218.207,192.168.4.59,28625,3389,TCP,RDP,srv-web-01,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,Firewall,Behavior anomaly,Blocked,Yes,0.60,27,95,High,malicioso,100,critica
ALT-R-04958,2026-01-29T11:18:00Z,201.46.96.246,10.17.80.151,51072,3389,TCP,HTTP,srv-logs-01,bot_activity,Botnet,Botnet signature,High,Command and Control,Command and Control,EDR,Behavior anomaly,Blocked,Suspicious,0.99,6,137,Medium,malicioso,100,alta
ALT-R-04959,2025-12-18T02:48:00Z,138.144.236.55,10.192.176.215,30084,995,TCP,HTTPS,pc-ventas-03,port_scan,Port Scan,generic signature,High,Reconnaissance,Reconnaissance,EDR,Routine traffic,Monitored,Suspicious,0.34,1,61,Medium,benigno,60,alta
ALT-R-04960,2025-12-24T02:06:00Z,172.23.69.96,192.168.152.226,8106,22,TCP,SMB,srv-mail-01,remote_admin,No attack,generic signature,Medium,No tactic,Execution,WAF,No alert,Allowed,No,0.22,0,4,High,benigno,37,media
ALT-R-04961,2026-01-16T23:41:00Z,172.25.122.6,192.168.101.215,37985,139,TCP,DNS,srv-erp-01,anomalous_web_request,Unknown,behavioral pattern,Critical,No tactic,Delivery,SIEM,Suspicious pattern,Blocked,Yes,0.53,0,69,Critical,a_investigar,42,alta
ALT-R-04962,2025-11-19T16:54:00Z,138.96.223.50,172.17.66.147,60037,3389,TCP,SSH,srv-vpn-01,intrusion_attempt,Brute Force,Brute Force signature,Critical,Credential Access,Credential Access,IDS,Suspicious pattern,Monitored,Yes,0.86,23,68,Critical,malicioso,99,critica
ALT-R-04963,2026-02-27T16:15:00Z,45.52.176.141,192.168.47.47,16091,25,TCP,HTTP,srv-web-01,dns_query,No attack,generic signature,Low,No tactic,Execution,SIEM,Behavior anomaly,Allowed,No,0.22,4,4,High,benigno,40,media
ALT-R-04964,2025-12-12T01:00:00Z,61.137.239.11,172.17.93.199,53604,8080,TCP,HTTPS,pc-soporte-05,data_exfiltration,Data Exfiltration,generic signature,Critical,Exfiltration,Exfiltration,Firewall,Confirmed malicious indicator,Blocked,Yes,0.94,4,138,Low,malicioso,93,alta
ALT-R-04965,2026-01-04T03:11:00Z,23.106.73.92,192.168.124.44,52517,80,TCP,HTTP,srv-db-01,web_attack,Cross Site Scripting,behavioral pattern,High,Execution,Exploitation,IPS,No alert,Allowed,No,0.25,1,17,Critical,benigno,47,media
ALT-R-04966,2026-02-01T00:22:00Z,172.25.98.49,172.26.145.178,15441,8080,TCP,HTTPS,pc-soporte-05,data_exfiltration,Data Exfiltration,generic signature,High,Exfiltration,Exfiltration,EDR,Suspicious pattern,Blocked,Suspicious,0.74,0,67,Low,a_investigar,64,critica
ALT-R-04967,2026-02-25T08:06:00Z,212.16.94.34,192.168.135.158,52354,80,TCP,HTTPS,pc-gerencia-01,file_access,No attack,generic signature,Critical,No tactic,Execution,WAF,Behavior anomaly,Monitored,No,0.39,0,1,High,benigno,46,media
ALT-R-04968,2025-12-27T08:22:00Z,201.199.99.19,192.168.117.4,30742,443,TCP,HTTPS,pc-operaciones-07,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,IDS,Suspicious pattern,Blocked,Suspicious,0.73,8,137,Medium,malicioso,58,alta
ALT-R-04969,2026-02-26T16:51:00Z,172.29.150.149,172.16.40.161,6917,993,UDP,DNS,srv-backup-01,data_exfiltration,Data Exfiltration,generic signature,Critical,Exfiltration,Exfiltration,WAF,No alert,Blocked,No,0.45,0,24,High,benigno,73,alta
ALT-R-04970,2026-02-17T09:06:00Z,172.29.227.26,172.28.96.115,64976,53,UDP,DNS,srv-finanzas-01,data_exfiltration,Data Exfiltration,generic signature,Critical,Exfiltration,Exfiltration,EDR,No alert,Blocked,No,0.51,2,31,Critical,benigno,61,alta
ALT-R-04971,2026-01-27T04:44:00Z,23.140.8.11,10.151.201.103,21702,443,TCP,HTTPS,srv-erp-01,data_exfiltration,Data Exfiltration,generic signature,High,Exfiltration,Exfiltration,IPS,Behavior anomaly,Blocked,Yes,0.79,2,95,Critical,malicioso,80,critica
ALT-R-04972,2026-01-16T16:18:00Z,103.120.58.225,172.23.44.211,4911,80,TCP,HTTPS,pc-operaciones-07,web_attack,SQL Injection,SQL Injection signature,Low,Execution,Exploitation,SIEM,Confirmed malicious indicator,Blocked,Yes,0.67,3,103,Medium,malicioso,66,alta
ALT-R-04973,2026-03-01T17:33:00Z,172.25.231.120,172.23.253.116,15420,443,TCP,SSH,pc-ventas-03,file_access,No attack,generic signature,Medium,No tactic,Execution,SIEM,No alert,Allowed,No,0.24,0,9,Medium,benigno,30,baja
ALT-R-04974,2025-12-22T12:14:00Z,10.18.145.126,10.218.149.45,47361,80,TCP,HTTP,srv-rh-01,web_attack,Cross Site Scripting,generic signature,Low,Execution,Exploitation,EDR,Behavior anomaly,Monitored,Suspicious,0.53,1,54,High,a_investigar,43,baja
ALT-R-04975,2025-11-05T05:33:00Z,138.168.239.143,172.23.89.161,13234,135,TCP,SMB,pc-operaciones-07,lateral_movement,Lateral Movement,behavioral pattern,Critical,Lateral Movement,Installation,IDS,Confirmed malicious indicator,Quarantined,Yes,0.72,4,90,Medium,malicioso,82,critica
ALT-R-04976,2026-02-24T21:45:00Z,121.96.103.204,192.168.139.46,48628,53,TCP,DNS,pc-operaciones-07,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,High,Command and Control,Command and Control,IDS,Behavior anomaly,Allowed,Suspicious,0.78,2,69,Medium,a_investigar,74,alta
ALT-R-04977,2025-12-12T15:08:00Z,185.211.27.205,10.157.67.67,6071,22,TCP,SSH,srv-web-01,intrusion_attempt,Brute Force,generic signature,Medium,Credential Access,Credential Access,IDS,Routine traffic,Blocked,Yes,0.73,15,129,High,malicioso,94,alta
ALT-R-04978,2026-02-02T13:47:00Z,172.28.35.180,192.168.104.36,36156,80,TCP,RDP,srv-finanzas-01,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,SIEM,Suspicious pattern,Allowed,No,0.31,0,16,Critical,benigno,40,media
ALT-R-04979,2026-02-15T04:01:00Z,85.239.162.123,192.168.204.167,38461,8080,TCP,HTTPS,pc-gerencia-01,bot_activity,Botnet,Botnet signature,Critical,Command and Control,Command and Control,IPS,Behavior anomaly,Blocked,No,0.62,5,60,High,a_investigar,100,critica
ALT-R-04980,2026-02-28T02:16:00Z,23.65.44.244,192.168.212.232,48778,4444,TCP,TCP,pc-soporte-05,malware_traffic,Malware,behavioral pattern,Medium,Command and Control,Command and Control,IDS,Suspicious pattern,Blocked,No,0.75,4,101,Low,a_investigar,68,media
ALT-R-04981,2026-02-12T20:13:00Z,172.31.101.161,172.31.37.238,7486,53,TCP,SSH,srv-logs-01,remote_admin,No attack,No attack signature,Medium,No tactic,Execution,Firewall,Policy-allowed activity,Allowed,Suspicious,0.27,0,1,Medium,benigno,15,baja
ALT-R-04982,2026-01-05T22:19:00Z,138.109.101.104,10.218.110.115,49880,53,TCP,SMB,srv-db-01,admin_login,No attack,generic signature,High,No tactic,Execution,EDR,No alert,Blocked,No,0.20,5,8,Critical,benigno,49,media
